STATION|NAMES, name, id, nbAntennas
STATION|KEYS, 0, 1, 0
STATION, POGO, 1, 13
STATION, HULA, 2, 7
STATION, COOK, 3, 12
STATION, INDI, 4, 2
STATION, BOSS, 5, 10
STATION, LION, 6, 9
STATION, GUAM, 7, 5
STATION, PIKE, 8, 6
STATION, REEF, 9, 1
STATION, HAWK, 10, 10
STATION, DICE, 11, 7
STATION, EVCF, 12, 10
STATION, SUN3, 13, 5

ALTERNATIVE|NAMES, taskName, stationId, startMin, duration, endMax
ALTERNATIVE, 157A, 1, 73440, 1978, 75480
ALTERNATIVE, 157B, 1, 76380, 1826, 78420
ALTERNATIVE, 158, 1, 73980, 1375, 76140
ALTERNATIVE, 158A, 1, 76860, 1519, 79020
ALTERNATIVE, 158B, 1, 74220, 1800, 76380
ALTERNATIVE, 159, 7, 74100, 1751, 76260
ALTERNATIVE, 159A, 7, 76620, 1930, 78780
ALTERNATIVE, 159B, 7, 76440, 1921, 78600
ALTERNATIVE, 160, 6, 75840, 1332, 77940
ALTERNATIVE, 160A, 6, 78660, 2076, 80760
ALTERNATIVE, 160B, 6, 76800, 1735, 78900
ALTERNATIVE, 161, 7, 75780, 1496, 77940
ALTERNATIVE, 161A, 7, 78420, 1538, 80580
ALTERNATIVE, 161B, 7, 76860, 2034, 79020
ALTERNATIVE, 162, 6, 73800, 1211, 75660
ALTERNATIVE, 162A, 6, 76020, 1380, 77880
ALTERNATIVE, 162B, 6, 74880, 1251, 76740
ALTERNATIVE, 163, 1, 74940, 1214, 77100
ALTERNATIVE, 163A, 1, 77640, 2020, 79800
ALTERNATIVE, 163B, 1, 76260, 1195, 78420
ALTERNATIVE, 164, 1, 77100, 2183, 79320
ALTERNATIVE, 164A, 1, 78540, 1703, 80760
ALTERNATIVE, 164B, 1, 78600, 1915, 80820
ALTERNATIVE, 165, 9, 76440, 1829, 78420
ALTERNATIVE, 165A, 9, 77460, 1585, 79440
ALTERNATIVE, 165B, 9, 77220, 1065, 79200
ALTERNATIVE, 166, 5, 76620, 2166, 78960
ALTERNATIVE, 166A, 5, 76800, 1367, 79140
ALTERNATIVE, 166B, 5, 79680, 2038, 82020
ALTERNATIVE, 167, 3, 77940, 1740, 80040
ALTERNATIVE, 167A, 3, 79260, 1209, 81360
ALTERNATIVE, 167B, 3, 79500, 1684, 81600
ALTERNATIVE, 168, 2, 78420, 1731, 80520
ALTERNATIVE, 168A, 2, 80160, 1871, 82260
ALTERNATIVE, 168B, 2, 78420, 1350, 80520
ALTERNATIVE, 169, 6, 80040, 1316, 81900
ALTERNATIVE, 169A, 6, 83160, 989, 85020
ALTERNATIVE, 169B, 6, 81900, 1788, 83760
ALTERNATIVE, 170, 3, 78360, 1616, 80340
ALTERNATIVE, 170A, 3, 79740, 1779, 81720
ALTERNATIVE, 170B, 3, 80460, 1389, 82440
ALTERNATIVE, 171, 5, 79260, 1433, 81420
ALTERNATIVE, 171A, 5, 80100, 1260, 82260
ALTERNATIVE, 171B, 5, 81480, 1951, 83640
ALTERNATIVE, 172, 1, 79500, 1085, 81660
ALTERNATIVE, 172A, 1, 81000, 1549, 83160
ALTERNATIVE, 172B, 1, 82260, 1370, 84420
ALTERNATIVE, 173, 1, 79740, 1691, 81900
ALTERNATIVE, 173A, 1, 80040, 1901, 82200
ALTERNATIVE, 173B, 1, 82740, 1296, 84900
ALTERNATIVE, 174, 5, 79740, 1551, 81900
ALTERNATIVE, 174A, 5, 81480, 1713, 83640
ALTERNATIVE, 174B, 5, 79860, 1380, 82020
ALTERNATIVE, 175, 6, 81120, 1735, 83160
ALTERNATIVE, 175A, 6, 83340, 1139, 85380
ALTERNATIVE, 175B, 6, 81840, 1639, 83880
ALTERNATIVE, 176, 6, 79800, 1820, 81960
ALTERNATIVE, 176A, 6, 80640, 1444, 82800
ALTERNATIVE, 176B, 6, 82980, 2138, 85140
ALTERNATIVE, 177, 6, 79740, 1662, 81960
ALTERNATIVE, 177A, 6, 81600, 2083, 83820
ALTERNATIVE, 177B, 6, 80940, 1755, 83160
ALTERNATIVE, 178, 1, 82620, 2081, 84780
ALTERNATIVE, 178A, 1, 85200, 1983, 87360
ALTERNATIVE, 178B, 1, 84780, 2007, 86940
ALTERNATIVE, 179, 1, 83280, 2113, 85500
ALTERNATIVE, 179A, 1, 84360, 1322, 86580
ALTERNATIVE, 179B, 1, 85800, 1415, 88020
ALTERNATIVE, 180, 1, 84120, 1168, 86280
ALTERNATIVE, 180A, 1, 84900, 1483, 87060
ALTERNATIVE, 180B, 1, 86220, 1267, 88380
ALTERNATIVE, 181, 9, 81540, 1382, 83460
ALTERNATIVE, 181A, 9, 83640, 1386, 85560
ALTERNATIVE, 181B, 9, 83220, 1688, 85140
ALTERNATIVE, 182, 7, 83700, 1136, 85500
ALTERNATIVE, 182A, 7, 85320, 1477, 87120
ALTERNATIVE, 182B, 7, 83880, 1510, 85680
ALTERNATIVE, 183, 2, 81960, 1754, 83880
ALTERNATIVE, 183A, 2, 84900, 1872, 86820
ALTERNATIVE, 183B, 2, 85080, 1254, 87000
ALTERNATIVE, 184, 1, 83820, 1445, 85860
ALTERNATIVE, 184A, 1, 84660, 1481, 86700
ALTERNATIVE, 184B, 1, 86640, 1159, 88680
ALTERNATIVE, 185, 6, 82500, 1188, 84660
ALTERNATIVE, 185A, 6, 84180, 1090, 86340
ALTERNATIVE, 185B, 6, 85380, 1109, 87540
ALTERNATIVE, 186, 7, 83940, 1414, 85800
ALTERNATIVE, 186A, 7, 84360, 1119, 86220
ALTERNATIVE, 186B, 7, 87240, 1039, 89100
ALTERNATIVE, 187, 7, 86040, 1309, 87900
ALTERNATIVE, 187A, 7, 88500, 1108, 90360
ALTERNATIVE, 187B, 7, 89400, 1457, 91260
ALTERNATIVE, 188, 3, 84360, 1925, 86400
ALTERNATIVE, 188A, 3, 84900, 2039, 86940
ALTERNATIVE, 188B, 3, 86220, 1397, 88260
ALTERNATIVE, 189, 9, 83880, 1653, 85980
ALTERNATIVE, 189A, 9, 84600, 1431, 86700
ALTERNATIVE, 189B, 9, 85980, 1636, 88080
ALTERNATIVE, 190, 1, 83580, 1975, 85800
ALTERNATIVE, 190A, 1, 85680, 2007, 87900
ALTERNATIVE, 190B, 1, 85740, 1946, 87960
ALTERNATIVE, 191, 1, 85440, 1884, 87600
ALTERNATIVE, 191A, 1, 88680, 1088, 90840
ALTERNATIVE, 191B, 1, 85440, 1671, 87600
ALTERNATIVE, 192, 1, 87000, 1757, 89160
ALTERNATIVE, 192A, 1, 88260, 1530, 90420
ALTERNATIVE, 192B, 1, 87660, 1177, 89820
ALTERNATIVE, 193, 1, 87120, 1590, 89160
ALTERNATIVE, 193A, 1, 90600, 1521, 92640
ALTERNATIVE, 193B, 1, 88860, 1078, 90900
ALTERNATIVE, 194, 1, 89400, 2144, 91680
ALTERNATIVE, 194A, 1, 92220, 2108, 94500
ALTERNATIVE, 194B, 1, 90360, 1210, 92640
ALTERNATIVE, 195, 2, 660, 2029, 30360
ALTERNATIVE, 195, 2, 29460, 2029, 35760
ALTERNATIVE, 195, 3, 660, 2029, 30360
ALTERNATIVE, 195, 3, 660, 2029, 35760
ALTERNATIVE, 195, 3, 29460, 2029, 35760
ALTERNATIVE, 195, 10, 660, 2029, 30360
ALTERNATIVE, 195, 10, 29460, 2029, 35760
ALTERNATIVE, 195, 5, 660, 2029, 30360
ALTERNATIVE, 195, 5, 29460, 2029, 35760
ALTERNATIVE, 195, 8, 660, 2029, 30360
ALTERNATIVE, 195, 8, 29460, 2029, 35760
ALTERNATIVE, 195A, 2, 2160, 2657, 31860
ALTERNATIVE, 195A, 2, 30960, 2657, 37260
ALTERNATIVE, 195A, 3, 2160, 2657, 31860
ALTERNATIVE, 195A, 3, 2160, 2657, 37260
ALTERNATIVE, 195A, 3, 30960, 2657, 37260
ALTERNATIVE, 195A, 10, 2160, 2657, 31860
ALTERNATIVE, 195A, 10, 30960, 2657, 37260
ALTERNATIVE, 195A, 5, 2160, 2657, 31860
ALTERNATIVE, 195A, 5, 30960, 2657, 37260
ALTERNATIVE, 195A, 8, 2160, 2657, 31860
ALTERNATIVE, 195A, 8, 30960, 2657, 37260
ALTERNATIVE, 195B, 2, 2220, 2122, 31920
ALTERNATIVE, 195B, 2, 31020, 2122, 37320
ALTERNATIVE, 195B, 3, 2220, 2122, 31920
ALTERNATIVE, 195B, 3, 2220, 2122, 37320
ALTERNATIVE, 195B, 3, 31020, 2122, 37320
ALTERNATIVE, 195B, 10, 2220, 2122, 31920
ALTERNATIVE, 195B, 10, 31020, 2122, 37320
ALTERNATIVE, 195B, 5, 2220, 2122, 31920
ALTERNATIVE, 195B, 5, 31020, 2122, 37320
ALTERNATIVE, 195B, 8, 2220, 2122, 31920
ALTERNATIVE, 195B, 8, 31020, 2122, 37320
ALTERNATIVE, 196, 2, 3360, 1514, 33060
ALTERNATIVE, 196, 2, 32160, 1514, 38460
ALTERNATIVE, 196, 3, 3360, 1514, 33060
ALTERNATIVE, 196, 3, 3360, 1514, 38460
ALTERNATIVE, 196, 3, 32160, 1514, 38460
ALTERNATIVE, 196, 10, 3360, 1514, 33060
ALTERNATIVE, 196, 10, 32160, 1514, 38460
ALTERNATIVE, 196, 5, 3360, 1514, 33060
ALTERNATIVE, 196, 5, 32160, 1514, 38460
ALTERNATIVE, 196, 8, 3360, 1514, 33060
ALTERNATIVE, 196, 8, 32160, 1514, 38460
ALTERNATIVE, 196A, 2, 5700, 1779, 35400
ALTERNATIVE, 196A, 2, 34500, 1779, 40800
ALTERNATIVE, 196A, 3, 5700, 1779, 35400
ALTERNATIVE, 196A, 3, 5700, 1779, 40800
ALTERNATIVE, 196A, 3, 34500, 1779, 40800
ALTERNATIVE, 196A, 10, 5700, 1779, 35400
ALTERNATIVE, 196A, 10, 34500, 1779, 40800
ALTERNATIVE, 196A, 5, 5700, 1779, 35400
ALTERNATIVE, 196A, 5, 34500, 1779, 40800
ALTERNATIVE, 196A, 8, 5700, 1779, 35400
ALTERNATIVE, 196A, 8, 34500, 1779, 40800
ALTERNATIVE, 196B, 2, 5520, 1501, 35220
ALTERNATIVE, 196B, 2, 34320, 1501, 40620
ALTERNATIVE, 196B, 3, 5520, 1501, 35220
ALTERNATIVE, 196B, 3, 5520, 1501, 40620
ALTERNATIVE, 196B, 3, 34320, 1501, 40620
ALTERNATIVE, 196B, 10, 5520, 1501, 35220
ALTERNATIVE, 196B, 10, 34320, 1501, 40620
ALTERNATIVE, 196B, 5, 5520, 1501, 35220
ALTERNATIVE, 196B, 5, 34320, 1501, 40620
ALTERNATIVE, 196B, 8, 5520, 1501, 35220
ALTERNATIVE, 196B, 8, 34320, 1501, 40620
ALTERNATIVE, 197, 2, 840, 1811, 30540
ALTERNATIVE, 197, 2, 29640, 1811, 35940
ALTERNATIVE, 197, 3, 840, 1811, 30540
ALTERNATIVE, 197, 3, 840, 1811, 35940
ALTERNATIVE, 197, 3, 29640, 1811, 35940
ALTERNATIVE, 197, 10, 840, 1811, 30540
ALTERNATIVE, 197, 10, 29640, 1811, 35940
ALTERNATIVE, 197, 5, 840, 1811, 30540
ALTERNATIVE, 197, 5, 29640, 1811, 35940
ALTERNATIVE, 197, 8, 840, 1811, 30540
ALTERNATIVE, 197, 8, 29640, 1811, 35940
ALTERNATIVE, 197A, 2, 4080, 2379, 33780
ALTERNATIVE, 197A, 2, 32880, 2379, 39180
ALTERNATIVE, 197A, 3, 4080, 2379, 33780
ALTERNATIVE, 197A, 3, 4080, 2379, 39180
ALTERNATIVE, 197A, 3, 32880, 2379, 39180
ALTERNATIVE, 197A, 10, 4080, 2379, 33780
ALTERNATIVE, 197A, 10, 32880, 2379, 39180
ALTERNATIVE, 197A, 5, 4080, 2379, 33780
ALTERNATIVE, 197A, 5, 32880, 2379, 39180
ALTERNATIVE, 197A, 8, 4080, 2379, 33780
ALTERNATIVE, 197A, 8, 32880, 2379, 39180
ALTERNATIVE, 197B, 2, 3360, 1986, 33060
ALTERNATIVE, 197B, 2, 32160, 1986, 38460
ALTERNATIVE, 197B, 3, 3360, 1986, 33060
ALTERNATIVE, 197B, 3, 3360, 1986, 38460
ALTERNATIVE, 197B, 3, 32160, 1986, 38460
ALTERNATIVE, 197B, 10, 3360, 1986, 33060
ALTERNATIVE, 197B, 10, 32160, 1986, 38460
ALTERNATIVE, 197B, 5, 3360, 1986, 33060
ALTERNATIVE, 197B, 5, 32160, 1986, 38460
ALTERNATIVE, 197B, 8, 3360, 1986, 33060
ALTERNATIVE, 197B, 8, 32160, 1986, 38460
ALTERNATIVE, 198, 2, 1380, 1689, 31080
ALTERNATIVE, 198, 2, 30180, 1689, 36480
ALTERNATIVE, 198, 3, 1380, 1689, 31080
ALTERNATIVE, 198, 3, 1380, 1689, 36480
ALTERNATIVE, 198, 3, 30180, 1689, 36480
ALTERNATIVE, 198, 10, 1380, 1689, 31080
ALTERNATIVE, 198, 10, 30180, 1689, 36480
ALTERNATIVE, 198, 5, 1380, 1689, 31080
ALTERNATIVE, 198, 5, 30180, 1689, 36480
ALTERNATIVE, 198, 8, 1380, 1689, 31080
ALTERNATIVE, 198, 8, 30180, 1689, 36480
ALTERNATIVE, 198A, 2, 4680, 1760, 34380
ALTERNATIVE, 198A, 2, 33480, 1760, 39780
ALTERNATIVE, 198A, 3, 4680, 1760, 34380
ALTERNATIVE, 198A, 3, 4680, 1760, 39780
ALTERNATIVE, 198A, 3, 33480, 1760, 39780
ALTERNATIVE, 198A, 10, 4680, 1760, 34380
ALTERNATIVE, 198A, 10, 33480, 1760, 39780
ALTERNATIVE, 198A, 5, 4680, 1760, 34380
ALTERNATIVE, 198A, 5, 33480, 1760, 39780
ALTERNATIVE, 198A, 8, 4680, 1760, 34380
ALTERNATIVE, 198A, 8, 33480, 1760, 39780
ALTERNATIVE, 198B, 2, 3420, 1923, 33120
ALTERNATIVE, 198B, 2, 32220, 1923, 38520
ALTERNATIVE, 198B, 3, 3420, 1923, 33120
ALTERNATIVE, 198B, 3, 3420, 1923, 38520
ALTERNATIVE, 198B, 3, 32220, 1923, 38520
ALTERNATIVE, 198B, 10, 3420, 1923, 33120
ALTERNATIVE, 198B, 10, 32220, 1923, 38520
ALTERNATIVE, 198B, 5, 3420, 1923, 33120
ALTERNATIVE, 198B, 5, 32220, 1923, 38520
ALTERNATIVE, 198B, 8, 3420, 1923, 33120
ALTERNATIVE, 198B, 8, 32220, 1923, 38520
ALTERNATIVE, 199, 11, 3180, 1581, 4980
ALTERNATIVE, 199, 6, 3180, 1581, 4980
ALTERNATIVE, 199, 7, 3180, 1581, 4980
ALTERNATIVE, 199, 9, 3180, 1581, 4980
ALTERNATIVE, 199A, 11, 6300, 1327, 8100
ALTERNATIVE, 199A, 6, 6300, 1327, 8100
ALTERNATIVE, 199A, 7, 6300, 1327, 8100
ALTERNATIVE, 199A, 9, 6300, 1327, 8100
ALTERNATIVE, 199B, 11, 5040, 1021, 6840
ALTERNATIVE, 199B, 6, 5040, 1021, 6840
ALTERNATIVE, 199B, 7, 5040, 1021, 6840
ALTERNATIVE, 199B, 9, 5040, 1021, 6840
ALTERNATIVE, 200, 1, 1620, 10540, 13320
ALTERNATIVE, 200, 11, 1620, 10540, 13320
ALTERNATIVE, 200, 13, 1620, 10540, 13320
ALTERNATIVE, 200, 5, 1620, 10540, 13320
ALTERNATIVE, 200, 6, 1620, 10540, 13320
ALTERNATIVE, 200, 8, 1620, 10540, 13320
ALTERNATIVE, 200A, 1, 3960, 11251, 15660
ALTERNATIVE, 200A, 11, 3960, 11251, 15660
ALTERNATIVE, 200A, 13, 3960, 11251, 15660
ALTERNATIVE, 200A, 5, 3960, 11251, 15660
ALTERNATIVE, 200A, 6, 3960, 11251, 15660
ALTERNATIVE, 200A, 8, 3960, 11251, 15660
ALTERNATIVE, 200B, 1, 3060, 10773, 14760
ALTERNATIVE, 200B, 11, 3060, 10773, 14760
ALTERNATIVE, 200B, 13, 3060, 10773, 14760
ALTERNATIVE, 200B, 5, 3060, 10773, 14760
ALTERNATIVE, 200B, 6, 3060, 10773, 14760
ALTERNATIVE, 200B, 8, 3060, 10773, 14760
ALTERNATIVE, 201, 5, 4080, 829, 8880
ALTERNATIVE, 201, 6, 4080, 829, 8880
ALTERNATIVE, 201, 8, 4080, 829, 8880
ALTERNATIVE, 201A, 5, 6060, 959, 10860
ALTERNATIVE, 201A, 6, 6060, 959, 10860
ALTERNATIVE, 201A, 8, 6060, 959, 10860
ALTERNATIVE, 201B, 5, 7620, 1117, 12420
ALTERNATIVE, 201B, 6, 7620, 1117, 12420
ALTERNATIVE, 201B, 8, 7620, 1117, 12420
ALTERNATIVE, 202, 10, 1440, 1241, 4740
ALTERNATIVE, 202, 6, 1440, 1241, 4740
ALTERNATIVE, 202, 9, 1440, 1241, 4740
ALTERNATIVE, 202A, 10, 3720, 1100, 7020
ALTERNATIVE, 202A, 6, 3720, 1100, 7020
ALTERNATIVE, 202A, 9, 3720, 1100, 7020
ALTERNATIVE, 202B, 10, 4740, 1295, 8040
ALTERNATIVE, 202B, 6, 4740, 1295, 8040
ALTERNATIVE, 202B, 9, 4740, 1295, 8040
ALTERNATIVE, 203, 1, 2400, 680, 7200
ALTERNATIVE, 203, 10, 2400, 680, 7200
ALTERNATIVE, 203, 5, 2400, 680, 7200
ALTERNATIVE, 203, 6, 2400, 680, 7200
ALTERNATIVE, 203, 8, 2400, 680, 7200
ALTERNATIVE, 203A, 1, 3480, 803, 8280
ALTERNATIVE, 203A, 10, 3480, 803, 8280
ALTERNATIVE, 203A, 5, 3480, 803, 8280
ALTERNATIVE, 203A, 6, 3480, 803, 8280
ALTERNATIVE, 203A, 8, 3480, 803, 8280
ALTERNATIVE, 203B, 1, 2820, 752, 7620
ALTERNATIVE, 203B, 10, 2820, 752, 7620
ALTERNATIVE, 203B, 5, 2820, 752, 7620
ALTERNATIVE, 203B, 6, 2820, 752, 7620
ALTERNATIVE, 203B, 8, 2820, 752, 7620
ALTERNATIVE, 204, 7, 2400, 1258, 9300
ALTERNATIVE, 204, 9, 2400, 1258, 9300
ALTERNATIVE, 204A, 7, 2700, 1008, 9600
ALTERNATIVE, 204A, 9, 2700, 1008, 9600
ALTERNATIVE, 204B, 7, 2880, 1327, 9780
ALTERNATIVE, 204B, 9, 2880, 1327, 9780
ALTERNATIVE, 205, 7, 4800, 1538, 9000
ALTERNATIVE, 205, 9, 4800, 1538, 9000
ALTERNATIVE, 205A, 7, 7320, 2257, 11520
ALTERNATIVE, 205A, 9, 7320, 2257, 11520
ALTERNATIVE, 205B, 7, 8340, 1629, 12540
ALTERNATIVE, 205B, 9, 8340, 1629, 12540
ALTERNATIVE, 206, 1, 4860, 994, 7860
ALTERNATIVE, 206, 2, 4860, 994, 7860
ALTERNATIVE, 206, 3, 4860, 994, 7860
ALTERNATIVE, 206, 13, 4860, 994, 7860
ALTERNATIVE, 206, 5, 4860, 994, 7860
ALTERNATIVE, 206, 6, 4860, 994, 7860
ALTERNATIVE, 206, 7, 4860, 994, 7860
ALTERNATIVE, 206, 8, 4860, 994, 7860
ALTERNATIVE, 206A, 1, 6780, 1026, 9780
ALTERNATIVE, 206A, 2, 6780, 1026, 9780
ALTERNATIVE, 206A, 3, 6780, 1026, 9780
ALTERNATIVE, 206A, 13, 6780, 1026, 9780
ALTERNATIVE, 206A, 5, 6780, 1026, 9780
ALTERNATIVE, 206A, 6, 6780, 1026, 9780
ALTERNATIVE, 206A, 7, 6780, 1026, 9780
ALTERNATIVE, 206A, 8, 6780, 1026, 9780
ALTERNATIVE, 206B, 1, 8340, 1026, 11340
ALTERNATIVE, 206B, 2, 8340, 1026, 11340
ALTERNATIVE, 206B, 3, 8340, 1026, 11340
ALTERNATIVE, 206B, 13, 8340, 1026, 11340
ALTERNATIVE, 206B, 5, 8340, 1026, 11340
ALTERNATIVE, 206B, 6, 8340, 1026, 11340
ALTERNATIVE, 206B, 7, 8340, 1026, 11340
ALTERNATIVE, 206B, 8, 8340, 1026, 11340
ALTERNATIVE, 207, 7, 6180, 1401, 9180
ALTERNATIVE, 207, 9, 6180, 1401, 9180
ALTERNATIVE, 207A, 7, 6780, 991, 9780
ALTERNATIVE, 207A, 9, 6780, 991, 9780
ALTERNATIVE, 207B, 7, 8940, 1608, 11940
ALTERNATIVE, 207B, 9, 8940, 1608, 11940
ALTERNATIVE, 208, 2, 5880, 1302, 10380
ALTERNATIVE, 208, 3, 5880, 1302, 10380
ALTERNATIVE, 208, 7, 5880, 1302, 10380
ALTERNATIVE, 208A, 2, 8640, 1483, 13140
ALTERNATIVE, 208A, 3, 8640, 1483, 13140
ALTERNATIVE, 208A, 7, 8640, 1483, 13140
ALTERNATIVE, 208B, 2, 8400, 1400, 12900
ALTERNATIVE, 208B, 3, 8400, 1400, 12900
ALTERNATIVE, 208B, 7, 8400, 1400, 12900
ALTERNATIVE, 209, 10, 4080, 1133, 8880
ALTERNATIVE, 209, 5, 4080, 1133, 8880
ALTERNATIVE, 209, 6, 4080, 1133, 8880
ALTERNATIVE, 209, 9, 4080, 1133, 8880
ALTERNATIVE, 209A, 10, 6660, 1123, 11460
ALTERNATIVE, 209A, 5, 6660, 1123, 11460
ALTERNATIVE, 209A, 6, 6660, 1123, 11460
ALTERNATIVE, 209A, 9, 6660, 1123, 11460
ALTERNATIVE, 209B, 10, 7140, 667, 11940
ALTERNATIVE, 209B, 5, 7140, 667, 11940
ALTERNATIVE, 209B, 6, 7140, 667, 11940
ALTERNATIVE, 209B, 9, 7140, 667, 11940
ALTERNATIVE, 210, 6, 5580, 2524, 10080
ALTERNATIVE, 210, 9, 5580, 2524, 10080
ALTERNATIVE, 210A, 6, 6780, 3267, 11280
ALTERNATIVE, 210A, 9, 6780, 3267, 11280
ALTERNATIVE, 210B, 6, 7020, 3402, 11520
ALTERNATIVE, 210B, 9, 7020, 3402, 11520
ALTERNATIVE, 211, 3, 4860, 1190, 9660
ALTERNATIVE, 211, 5, 4860, 1190, 9660
ALTERNATIVE, 211, 6, 4860, 1190, 9660
ALTERNATIVE, 211, 8, 4860, 1190, 9660
ALTERNATIVE, 211A, 3, 7260, 742, 12060
ALTERNATIVE, 211A, 5, 7260, 742, 12060
ALTERNATIVE, 211A, 6, 7260, 742, 12060
ALTERNATIVE, 211A, 8, 7260, 742, 12060
ALTERNATIVE, 211B, 3, 8100, 1014, 12900
ALTERNATIVE, 211B, 5, 8100, 1014, 12900
ALTERNATIVE, 211B, 6, 8100, 1014, 12900
ALTERNATIVE, 211B, 8, 8100, 1014, 12900
ALTERNATIVE, 212, 1, 9060, 4484, 18360
ALTERNATIVE, 212, 5, 9060, 4484, 18360
ALTERNATIVE, 212, 6, 9060, 4484, 18360
ALTERNATIVE, 212, 9, 9060, 4484, 18360
ALTERNATIVE, 212A, 1, 9480, 3018, 18780
ALTERNATIVE, 212A, 5, 9480, 3018, 18780
ALTERNATIVE, 212A, 6, 9480, 3018, 18780
ALTERNATIVE, 212A, 9, 9480, 3018, 18780
ALTERNATIVE, 212B, 1, 10620, 4174, 19920
ALTERNATIVE, 212B, 5, 10620, 4174, 19920
ALTERNATIVE, 212B, 6, 10620, 4174, 19920
ALTERNATIVE, 212B, 9, 10620, 4174, 19920
ALTERNATIVE, 213, 10, 7920, 725, 12720
ALTERNATIVE, 213, 6, 7920, 725, 12720
ALTERNATIVE, 213, 9, 7920, 725, 12720
ALTERNATIVE, 213A, 10, 10920, 711, 15720
ALTERNATIVE, 213A, 6, 10920, 711, 15720
ALTERNATIVE, 213A, 9, 10920, 711, 15720
ALTERNATIVE, 213B, 10, 8760, 785, 13560
ALTERNATIVE, 213B, 6, 8760, 785, 13560
ALTERNATIVE, 213B, 9, 8760, 785, 13560
ALTERNATIVE, 214, 1, 6540, 1153, 9240
ALTERNATIVE, 214, 3, 6540, 1153, 9240
ALTERNATIVE, 214, 5, 6540, 1153, 9240
ALTERNATIVE, 214, 6, 6540, 1153, 9240
ALTERNATIVE, 214, 8, 6540, 1153, 9240
ALTERNATIVE, 214A, 1, 6540, 826, 9240
ALTERNATIVE, 214A, 3, 6540, 826, 9240
ALTERNATIVE, 214A, 5, 6540, 826, 9240
ALTERNATIVE, 214A, 6, 6540, 826, 9240
ALTERNATIVE, 214A, 8, 6540, 826, 9240
ALTERNATIVE, 214B, 1, 7500, 1213, 10200
ALTERNATIVE, 214B, 3, 7500, 1213, 10200
ALTERNATIVE, 214B, 5, 7500, 1213, 10200
ALTERNATIVE, 214B, 6, 7500, 1213, 10200
ALTERNATIVE, 214B, 8, 7500, 1213, 10200
ALTERNATIVE, 215, 1, 8820, 1322, 11520
ALTERNATIVE, 215, 2, 8820, 1322, 11820
ALTERNATIVE, 215, 3, 8820, 1322, 11820
ALTERNATIVE, 215, 11, 8820, 1322, 11820
ALTERNATIVE, 215, 13, 8820, 1322, 11820
ALTERNATIVE, 215, 5, 8820, 1322, 10860
ALTERNATIVE, 215, 7, 8820, 1322, 11820
ALTERNATIVE, 215, 8, 8820, 1322, 11820
ALTERNATIVE, 215A, 1, 11880, 1663, 14580
ALTERNATIVE, 215A, 2, 11880, 1663, 14880
ALTERNATIVE, 215A, 3, 11880, 1663, 14880
ALTERNATIVE, 215A, 11, 11880, 1663, 14880
ALTERNATIVE, 215A, 13, 11880, 1663, 14880
ALTERNATIVE, 215A, 5, 11880, 1663, 13920
ALTERNATIVE, 215A, 7, 11880, 1663, 14880
ALTERNATIVE, 215A, 8, 11880, 1663, 14880
ALTERNATIVE, 215B, 1, 9120, 1778, 11820
ALTERNATIVE, 215B, 2, 9120, 1778, 12120
ALTERNATIVE, 215B, 3, 9120, 1778, 12120
ALTERNATIVE, 215B, 11, 9120, 1778, 12120
ALTERNATIVE, 215B, 13, 9120, 1778, 12120
ALTERNATIVE, 215B, 5, 9120, 1778, 11160
ALTERNATIVE, 215B, 7, 9120, 1778, 12120
ALTERNATIVE, 215B, 8, 9120, 1778, 12120
ALTERNATIVE, 216, 10, 7080, 940, 11580
ALTERNATIVE, 216, 5, 7080, 940, 11580
ALTERNATIVE, 216, 6, 7080, 940, 11580
ALTERNATIVE, 216A, 10, 9420, 1148, 13920
ALTERNATIVE, 216A, 5, 9420, 1148, 13920
ALTERNATIVE, 216A, 6, 9420, 1148, 13920
ALTERNATIVE, 216B, 10, 9180, 1007, 13680
ALTERNATIVE, 216B, 5, 9180, 1007, 13680
ALTERNATIVE, 216B, 6, 9180, 1007, 13680
ALTERNATIVE, 217, 1, 7860, 2316, 21360
ALTERNATIVE, 217, 2, 7860, 2316, 15180
ALTERNATIVE, 217, 3, 7860, 2316, 20400
ALTERNATIVE, 217, 5, 7860, 2316, 21360
ALTERNATIVE, 217, 6, 7980, 2316, 21360
ALTERNATIVE, 217, 8, 7860, 2316, 21360
ALTERNATIVE, 217A, 1, 9360, 2302, 22860
ALTERNATIVE, 217A, 2, 9360, 2302, 16680
ALTERNATIVE, 217A, 3, 9360, 2302, 21900
ALTERNATIVE, 217A, 5, 9360, 2302, 22860
ALTERNATIVE, 217A, 6, 9480, 2302, 22860
ALTERNATIVE, 217A, 8, 9360, 2302, 22860
ALTERNATIVE, 217B, 1, 7980, 2981, 21480
ALTERNATIVE, 217B, 2, 7980, 2981, 15300
ALTERNATIVE, 217B, 3, 7980, 2981, 20520
ALTERNATIVE, 217B, 5, 7980, 2981, 21480
ALTERNATIVE, 217B, 6, 8100, 2981, 21480
ALTERNATIVE, 217B, 8, 7980, 2981, 21480
ALTERNATIVE, 218, 10, 7080, 1196, 10380
ALTERNATIVE, 218, 6, 7080, 1196, 10380
ALTERNATIVE, 218, 9, 7080, 1196, 10380
ALTERNATIVE, 218A, 10, 9360, 845, 12660
ALTERNATIVE, 218A, 6, 9360, 845, 12660
