ILOG_CSV_FORMAT,1,,,


RESOURCE|NAMES,RESOURCE_ID,NAME,CAPACITY,TIME_ORIGIN
RESOURCE|KEYS,1,0,0,0
RESOURCE|TYPES,int,string,int,int
RESOURCE,0,ChocolateGrinder0,1,21600
RESOURCE,1,ChocolateMixer0,1,21600
RESOURCE,2,NutGrinder0,1,21600
RESOURCE,3,FillingMixer0,1,21600
RESOURCE,4,Molder0,1,21600
RESOURCE,5,ChocolateGrinder1,1,21600
RESOURCE,6,ChocolateMixer1,1,21600
RESOURCE,7,NutGrinder1,1,21600
RESOURCE,8,FillingMixer1,1,21600
RESOURCE,9,Molder1,1,21600

RESOURCE_SETUP|NAMES,RESOURCE_ID,INITIAL_SETUP,FINAL_SETUP,MATRIX_ID,
MODE,7,1,6,1,50,13500,13500,21600,591300,35100,604800,13500,0,0
MODE,8,1,9,1,110,12600,12600,21600,592200,34200,604800,12600,0,0
MODE,9,1,5,1,50,13500,13500,21600,591300,35100,604800,13500,0,0
MODE,10,1,6,1,50,13500,13500,21600,591300,35100,604800,13500,0,0
MODE,11,1,9,1,110,12600,12600,21600,592200,34200,604800,12600,0,0
MODE,12,1,5,1,50,13500,13500,21600,591300,35100,604800,13500,0,0
MODE,13,1,6,1,50,13500,13500,21600,591300,35100,604800,13500,0,0
MODE,14,1,9,1,110,12600,12600,21600,592200,34200,604800,12600,0,0
MODE,15,1,5,1,50,13500,13500,21600,591300,35100,604800,13500,0,0
MODE,16,1,6,1,50,13500,13500,21600,591300,35100,604800,13500,0,0
MODE,17,1,9,1,110,12600,12600,21600,592200,34200,604800,12600,0,0
MODE,18,1,5,1,50,13500,13500,21600,591300,35100,604800,13500,0,0
MODE,19,1,6,1,50,13500,13500,21600,591300,35100,604800,13500,0,0
MODE,20,1,9,1,110,12600,12600,21600,592200,34200,604800,12600,0,0
MODE,21,1,5,1,50,13500,13500,21600,591300,35100,604800,13500,0,0
MODE,22,1,6,1,100,19000,19000,21600,585800,40600,604800,19000,0,0
MODE,23,1,9,1,110,12600,12600,21600,592200,34200,604800,12600,0,0
MODE,24,1,5,1,50,13500,13500,21600,591300,35100,604800,13500,0,0
MODE,25,1,6,1,100,19000,19000,21600,585800,40600,604800,19000,0,0
MODE,26,1,9,1,110,12600,12600,21600,592200,34200,604800,12600,0,0
MODE,27,1,5,1,50,13500,13500,21600,591300,35100,604800,13500,0,0
MODE,28,1,6,1,100,19000,19000,21600,585800,40600,604800,19000,0,0
MODE,29,1,9,1,110,12600,12600,21600,592200,34200,604800,12600,0,0
MODE,30,1,5,1,50,13500,13500,21600,591300,35100,604800,13500,0,0
MODE,31,1,6,1,100,19000,19000,21600,585800,40600,604800,19000,0,0
MODE,32,1,7,1,100,11700,11700,21600,593100,33300,604800,11700,0,0
MODE,33,1,8,1,100,15500,15500,21600,589300,37100,604800,15500,0,0
MODE,34,1,9,1,225,23400,23400,21600,581400,45000,604800,23400,0,0
MODE,35,1,5,1,50,13500,13500,21600,591300,35100,604800,13500,0,0
MODE,36,1,6,1,100,19000,19000,21600,585800,40600,604800,19000,0,0
MODE,37,1,7,1,100,11700,11700,21600,593100,33300,604800,11700,0,0
MODE,38,1,8,1,100,15500,15500,21600,589300,37100,604800,15500,0,0
MODE,39,1,9,1,225,23400,23400,21600,581400,45000,604800,23400,0,0
MODE,40,1,5,1,50,13500,13500,21600,591300,35100,604800,13500,0,0
MODE,41,1,6,1,100,19000,19000,21600,585800,40600,604800,19000,0,0
MODE,42,1,7,1,100,11700,11700,21600,593100,33300,604800,11700,0,0
MODE,43,1,8,1,100,15500,15500,21600,589300,37100,604800,15500,0,0
MODE,44,1,9,1,225,23400,23400,21600,581400,45000,604800,23400,0,0
MODE,45,1,5,1,50,13500,13500,21600,591300,35100,604800,13500,0,0
MODE,46,1,6,1,100,19000,19000,21600,585800,40600,604800,19000,0,0
MODE,47,1,7,1,100,11700,11700,21600,593100,33300,604800,11700,0,0
MODE,48,1,8,1,100,15500,15500,21600,589300,37100,604800,15500,0,0
MODE,49,1,9,1,225,23400,23400,21600,581400,45000,604800,23400,0,0
MODE,50,1,5,1,50,13500,13500,21600,591300,35100,604800,13500,0,0
MODE,51,1,6,1,100,19000,19000,21600,585800,40600,604800,19000,0,0
MODE,52,1,7,1,100,11700,11700,21600,593100,33300,604800,11700,0,0
MODE,53,1,8,1,100,15500,15500,21600,589300,37100,604800,15500,0,0
MODE,54,1,9,1,225,23400,23400,21600,581400,45000,604800,23400,0,0
MODE,55,1,5,1,50,13500,13500,21600,591300,35100,604800,13500,0,0
MODE,56,1,6,1,100,19000,19000,21600,585800,40600,604800,19000,0,0
MODE,57,1,7,1,100,11700,11700,21600,593100,33300,604800,11700,0,0
MODE,58,1,8,1,100,15500,15500,21600,589300,37100,604800,15500,0,0
MODE,59,1,9,1,225,23400,23400,21600,581400,45000,604800,23400,0,0
MODE,60,1,5,1,50,13500,13500,21600,591300,35100,604800,13500,0,0
MODE,61,1,6,1,50,13500,13500,21600,591300,35100,604800,13500,0,0
MODE,62,1,7,1,50,5400,5400,21600,599400,27000,604800,5400,0,0
MODE,63,1,8,1,50,9000,9000,21600,595800,30600,604800,9000,0,0
MODE,64,1,9,1,125,18000,18000,21600,586800,39600,604800,18000,0,0
MODE,65,1,5,1,50,13500,13500,21600,591300,35100,604800,13500,0,0
MODE,66,1,6,1,50,13500,13500,21600,591300,35100,604800,13500,0,0
MODE,67,1,7,1,50,5400,5400,21600,599400,27000,604800,5400,0,0
MODE,68,1,8,1,50,9000,9000,21600,595800,30600,604800,9000,0,0
MODE,69,1,9,1,125,18000,18000,21600,586800,39600,604800,18000,0,0
MODE,70,1,5,1,50,13500,13500,21600,591300,35100,604800,13500,0,0
MODE,71,1,6,1,50,13500,13500,21600,591300,35100,604800,13500,0,0
MODE,72,1,7,1,50,5400,5400,21600,599400,27000,604800,5400,0,0
MODE,73,1,8,1,50,9000,9000,21600,595800,30600,604800,9000,0,0
MODE,74,1,9,1,125,18000,18000,21600,586800,39600,604800,18000,0,0
MODE,75,1,5,1,50,13500,13500,21600,591300,35100,604800,13500,0,0
MODE,76,1,6,1,50,13500,13500,21600,591300,35100,604800,13500,0,0
MODE,77,1,7,1,50,5400,5400,21600,599400,27000,604800,5400,0,0
MODE,78,1,8,1,50,9000,9000,21600,595800,30600,604800,9000,0,0
MODE,79,1,9,1,125,18000,18000,21600,586800,39600,604800,18000,0,0
MODE,80,1,5,1,50,13500,13500,21600,591300,35100,604800,13500,0,0
MODE,81,1,6,1,50,13500,13500,21600,591300,35100,604800,13500,0,0
MODE,82,1,7,1,50,5400,5400,21600,599400,27000,604800,5400,0,0
MODE,83,1,8,1,50,9000,9000,21600,595800,30600,604800,9000,0,0
MODE,84,1,9,1,125,18000,18000,21600,586800,39600,604800,18000,0,0
MODE,85,1,5,1,50,13500,13500,21600,591300,35100,604800,13500,0,0
MODE,86,1,6,1,50,13500,13500,21600,591300,35100,604800,13500,0,0
MODE,87,1,7,1,50,5400,5400,21600,599400,27000,604800,5400,0,0
MODE,88,1,8,1,50,9000,9000,21600,595800,30600,604800,9000,0,0
MODE,89,1,9,1,125,18000,18000,21600,586800,39600,604800,18000,0,0
MODE,90,1,5,1,50,13500,13500,21600,591300,35100,604800,13500,0,0
MODE,91,1,6,1,100,19000,19000,21600,585800,40600,604800,19000,0,0
MODE,92,1,7,1,100,11700,11700,21600,593100,33300,604800,11700,0,0
MODE,93,1,8,1,100,15500,15500,21600,589300,37100,604800,15500,0,0
MODE,94,1,9,1,225,23400,23400,21600,581400,45000,604800,23400,0,0
MODE,95,1,5,1,50,13500,13500,21600,591300,35100,604800,13500,0,0
MODE,96,1,6,1,100,19000,19000,21600,585800,40600,604800,19000,0,0
MODE,97,1,7,1,100,11700,11700,21600,593100,33300,604800,11700,0,0
MODE,98,1,8,1,100,15500,15500,21600,589300,37100,604800,15500,0,0
MODE,99,1,9,1,225,23400,23400,21600,581400,45000,604800,23400,0,0

PRECEDENCE|NAMES,PRED_ACT_ID,SUCC_ACT_ID,TYPE,DELAY_MIN,DELAY_MAX,,,,,,,,,
PRECEDENCE|TYPES,int,int,string,int,int,,,,,,,,,
PRECEDENCE,0,1,FS,0,-1,,,,,,,,,
PRECEDENCE,2,1,SF,0,1350,,,,,,,,,
PRECEDENCE,3,4,FS,0,-1,,,,,,,,,
PRECEDENCE,5,4,SF,0,1350,,,,,,,,,
PRECEDENCE,6,7,FS,0,-1
PRECEDENCE,8,7,SF,0,1350
PRECEDENCE,9,10,FS,0,-1
PRECEDENCE,11,10,SF,0,1350
PRECEDENCE,12,13,FS,0,-1
PRECEDENCE,14,13,SF,0,1350
PRECEDENCE,15,16,FS,0,-1
PRECEDENCE,17,16,SF,0,1350
PRECEDENCE,18,19,FS,0,-1
PRECEDENCE,20,19,SF,0,1350
PRECEDENCE,21,22,FS,0,-1
PRECEDENCE,23,22,SF,0,1900
PRECEDENCE,24,25,FS,0,-1
PRECEDENCE,26,25,SF,0,1900
PRECEDENCE,27,28,FS,0,-1
PRECEDENCE,29,28,SF,0,1900
PRECEDENCE,30,31,FS,0,-1
PRECEDENCE,32,33,FS,0,-1
PRECEDENCE,31,33,FF,0,0
PRECEDENCE,34,31,SF,0,1550
PRECEDENCE,35,36,FS,0,-1
PRECEDENCE,37,38,FS,0,-1
PRECEDENCE,36,38,FF,0,0
PRECEDENCE,39,36,SF,0,1550
PRECEDENCE,40,41,FS,0,-1
PRECEDENCE,42,43,FS,0,-1
PRECEDENCE,41,43,FF,0,0
PRECEDENCE,44,41,SF,0,1550
PRECEDENCE,45,46,FS,0,-1
PRECEDENCE,47,48,FS,0,-1
PRECEDENCE,46,48,FF,0,0
PRECEDENCE,49,46,SF,0,1550
PRECEDENCE,50,51,FS,0,-1
PRECEDENCE,52,53,FS,0,-1
PRECEDENCE,51,53,FF,0,0
PRECEDENCE,54,51,SF,0,1550
PRECEDENCE,55,56,FS,0,-1
PRECEDENCE,57,58,FS,0,-1
PRECEDENCE,56,58,FF,0,0
PRECEDENCE,59,56,SF,0,1550
PRECEDENCE,60,61,FS,0,-1
PRECEDENCE,62,63,FS,0,-1
PRECEDENCE,61,63,FF,0,0
PRECEDENCE,64,61,SF,0,900
PRECEDENCE,65,66,FS,0,-1
PRECEDENCE,67,68,FS,0,-1
PRECEDENCE,66,68,FF,0,0
PRECEDENCE,69,66,SF,0,900
PRECEDENCE,70,71,FS,0,-1
PRECEDENCE,72,73,FS,0,-1
PRECEDENCE,71,73,FF,0,0
PRECEDENCE,74,71,SF,0,900
PRECEDENCE,75,76,FS,0,-1
PRECEDENCE,77,78,FS,0,-1
PRECEDENCE,76,78,FF,0,0
PRECEDENCE,79,76,SF,0,900
PRECEDENCE,80,81,FS,0,-1
PRECEDENCE,82,83,FS,0,-1
PRECEDENCE,81,83,FF,0,0
PRECEDENCE,84,81,SF,0,900
PRECEDENCE,85,86,FS,0,-1
PRECEDENCE,87,88,FS,0,-1
PRECEDENCE,86,88,FF,0,0
PRECEDENCE,89,86,SF,0,900
PRECEDENCE,90,91,FS,0,-1
PRECEDENCE,92,93,FS,0,-1
PRECEDENCE,91,93,FF,0,0
PRECEDENCE,94,91,SF,0,1550
PRECEDENCE,95,96,FS,0,-1
PRECEDENCE,97,98,FS,0,-1
PRECEDENCE,96,98,FF,0,0
PRECEDENCE,99,96,SF,0,1550
